rank,recording_id,domain,start_frame_index,end_frame_index,start_timestamp_ns,end_timestamp_ns,duration_s,frame_count,expected_frame_count,missing_frame_estimate,largest_gap_ms,gaps_over_1p5_periods,mean_blur_variance,low_sharpness_fraction,mean_luminance,dark_fraction,clipped_fraction,mean_frame_difference,visual_diversity,static_structure_fraction,semantic_diversity,traffic_class_fraction,lane_marking_fraction,cockpit_proxy_fraction,mirror_proxy_fraction,instrument_proxy_fraction,hand_tracked_fraction,hand_proxy_frames,median_speed_mps,moving_fraction,gps_coverage,passes_quality_gate,rejection_reasons,score,score_components,rationale
155,motorcycle_5ab8604a14df,motorcycle,7575,8024,2679855081093,2709785990801,29.930909708,450,450,0,66.76249,0,521.0306396484375,0.0,0.2967064678668976,0.07144416123628616,0.0010032219579443336,0.022438624873757362,0.15307971014492755,0.060953776041666664,0.41175316365238046,0.042725734412670135,0.01739027351140976,0.0048023369163274765,0.0,0.0,0.0022222222222222222,1,9.083000183105469,1.0,1.0,True,[],0.3264872449189934,"{'motion': 0.06696402181974495, 'visual_diversity': 0.0345744680851064, 'semantic_diversity': 0.0866125422233836, 'traffic': 0.06716028572724465, 'cockpit': 0.006467083128734333, 'sharpness': 0.014597732823668339, 'hands': 0.00011111111111111112, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.087, traffic 0.067, motion 0.067', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 4.27% of the sampled pixels', 'cockpit proxy covers 0.48% of the sampled pixels', ""hand tracking reports a hand in 0.2% of the window's frames (proxy signal, not visibility ground truth)""]"
156,motorcycle_5ab8604a14df,motorcycle,4725,5174,2489870123333,2519800940801,29.930817468,450,450,0,66.699186,0,402.6441955566406,0.0,0.3181270956993103,0.05583769083023071,0.0002738424518611282,0.01671011559665203,0.17430932971014493,0.288818359375,0.4287859820555606,0.033094391226768494,0.0294053852558136,0.013779252767562866,0.0,0.0,0.3333333333333333,150,17.05500030517578,1.0,1.0,True,[],0.321847172294456,"{'motion': 0.02670752436683916, 'visual_diversity': 0.052707930367504846, 'semantic_diversity': 0.09494733601552506, 'traffic': 0.05190768265198099, 'cockpit': 0.02252400066172447, 'sharpness': 0.006386031564214839, 'hands': 0.016666666666666666, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.095, visual_diversity 0.053, traffic 0.052', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 3.31% of the sampled pixels', 'cockpit proxy covers 1.38% of the sampled pixels', ""hand tracking reports a hand in 33.3% of the window's frames (proxy signal, not visibility ground truth)""]"
157,motorcycle_5ab8604a14df,motorcycle,1950,2399,2304884314040,2334815593165,29.931279125,450,450,0,66.71229,0,337.6136474609375,0.0,0.3159259855747223,0.049806974828243256,0.000260975124547258,0.01473050843924284,0.17713994565217392,0.14314778645833334,0.5235398507051098,0.015281394124031067,0.04115103557705879,0.01488918624818325,0.0,0.0,0.04,18,18.444000244140625,1.0,1.0,True,[],0.3113185854609618,"{'motion': 0.012796042926371582, 'visual_diversity': 0.055125725338491305, 'semantic_diversity': 0.14131394062009223, 'traffic': 0.023698265840151216, 'cockpit': 0.024509327321879534, 'sharpness': 0.0018752834139759125, 'hands': 0.002, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.141, visual_diversity 0.055, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.53% of the sampled pixels', 'cockpit proxy covers 1.49% of the sampled pixels', ""hand tracking reports a hand in 4.0% of the window's frames (proxy signal, not visibility ground truth)""]"
158,motorcycle_5ab8604a14df,motorcycle,5700,6149,2554864932207,2584795929801,29.930997594,450,450,0,66.762604,0,463.869384765625,0.0,0.31123900413513184,0.06790413707494736,0.0002563807647675276,0.01851668953895569,0.17617753623188406,0.06599934895833333,0.43031155199179855,0.016046598553657532,0.015769222751259804,0.0016282825963571668,0.0,0.0,0.6577777777777778,296,14.944000244140625,1.0,1.0,True,[],0.3086220385567493,"{'motion': 0.03940303305659421, 'visual_diversity': 0.054303675048355905, 'semantic_diversity': 0.09569385432700189, 'traffic': 0.024910075990744806, 'cockpit': 0.0007896846429302631, 'sharpness': 0.010632826602233324, 'hands': 0.03288888888888889, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.096, visual_diversity 0.054, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.60% of the sampled pixels', 'cockpit proxy covers 0.16% of the sampled pixels', ""hand tracking reports a hand in 65.8% of the window's frames (proxy signal, not visibility ground truth)""]"
159,motorcycle_5ab8604a14df,motorcycle,450,899,2204825770301,2234823336926,29.997566625,450,450,1,133.316917,1,447.2354431152344,0.022222222222222223,0.30525216460227966,0.05485280603170395,0.000529625394847244,0.025284109637141228,0.2444519927536232,0.047607421875,0.29943678741156043,0.000402306963223964,0.002345587592571974,0.0039957244880497456,0.0,0.0,0.03777777777777778,17,5.179999828338623,1.0,1.0,True,[],0.29764943646168174,"{'motion': 0.086960367219281, 'visual_diversity': 0.11262088974854932, 'semantic_diversity': 0.0316519471363704, 'traffic': 0.00013511309960258239, 'cockpit': 0.005024303731380613, 'sharpness': 0.009479037748720042, 'hands': 0.001888888888888889, 'continuity': 0.04988888888888889}","['strongest contributions: visual_diversity 0.113, motion 0.087, continuity 0.050', '450 frames over 30.00 s (1 estimated missing, largest interval 133.3 ms)', 'external traffic proxy covers 0.04% of the sampled pixels', 'cockpit proxy covers 0.40% of the sampled pixels', ""hand tracking reports a hand in 3.8% of the window's frames (proxy signal, not visibility ground truth)""]"
160,motorcycle_5ab8604a14df,motorcycle,5325,5774,2529866791300,2559797839790,29.93104849,450,450,0,66.730709,0,479.3875732421875,0.0,0.31173935532569885,0.06510727107524872,0.00032702955650165677,0.01879177801311016,0.14045516304347827,0.07267252604166667,0.39387375381190487,0.029362201690673828,0.016592521220445633,0.0055275242775678635,0.0,0.0,0.6866666666666666,309,15.527000427246094,1.0,1.0,True,[],0.2927947743354533,"{'motion': 0.04133618842449808, 'visual_diversity': 0.02379110251450678, 'semantic_diversity': 0.07786347964207142, 'traffic': 0.04599722919840328, 'cockpit': 0.007764218341804326, 'sharpness': 0.011709222880836095, 'hands': 0.034333333333333334, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.078, continuity 0.050, traffic 0.046', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.94% of the sampled pixels', 'cockpit proxy covers 0.55% of the sampled pixels', ""hand tracking reports a hand in 68.7% of the window's frames (proxy signal, not visibility ground truth)""]"
161,motorcycle_5ab8604a14df,motorcycle,5625,6074,2549865351062,2579796304373,29.930953311,450,450,0,66.762604,0,445.9783630371094,0.0,0.31110692024230957,0.06807281821966171,0.0002612616226542741,0.018450073897838593,0.15755208333333334,0.06298828125,0.4282176359976878,0.015162491239607334,0.01565958559513092,0.0023670338559895754,0.0,0.0,0.6577777777777778,296,15.151999950408936,1.0,1.0,True,[],0.2899004846363719,"{'motion': 0.03893489863326843, 'visual_diversity': 0.038394584139265, 'semantic_diversity': 0.09466922307597408, 'traffic': 0.023509966195375414, 'cockpit': 0.0021110814622708088, 'sharpness': 0.009391842241329273, 'hands': 0.03288888888888889, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.095, continuity 0.050, motion 0.039', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.52% of the sampled pixels', 'cockpit proxy covers 0.24% of the sampled pixels', ""hand tracking reports a hand in 65.8% of the window's frames (proxy signal, not visibility ground truth)""]"
162,motorcycle_5ab8604a14df,motorcycle,4800,5249,2494869673852,2524800491083,29.930817231,450,450,0,66.699186,0,426.90771484375,0.0,0.3201896548271179,0.05513500049710274,0.0002534179948270321,0.01641993038356304,0.18036684782608695,0.3013509114583333,0.3974238446850236,0.021759258583188057,0.016492150723934174,0.011664272285997868,0.0,0.0,0.3333333333333333,150,16.666000366210938,1.0,1.0,True,[],0.2895845060945085,"{'motion': 0.024668278251226555, 'visual_diversity': 0.05788201160541585, 'semantic_diversity': 0.07960067161291305, 'traffic': 0.033956886415058035, 'cockpit': 0.018740956714431656, 'sharpness': 0.008069034828796685, 'hands': 0.016666666666666666, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.080, visual_diversity 0.058, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.18% of the sampled pixels', 'cockpit proxy covers 1.17% of the sampled pixels', ""hand tracking reports a hand in 33.3% of the window's frames (proxy signal, not visibility ground truth)""]"
163,motorcycle_5ab8604a14df,motorcycle,2325,2774,2329882645144,2359813518164,29.93087302,450,450,0,66.68672,0,621.7158203125,0.0,0.30457672476768494,0.051628727465867996,0.0009550455724820495,0.01702706143260002,0.16791213768115942,0.2937825520833333,0.44247392299711863,0.017424631863832474,0.03674813359975815,0.0029834890738129616,0.0,0.0,0.0,0,15.555000305175781,1.0,1.0,True,[],0.2797116266489635,"{'motion': 0.02893482794973511, 'visual_diversity': 0.04724371373307544, 'semantic_diversity': 0.10164535641863086, 'traffic': 0.02709238791742987, 'cockpit': 0.0032137286029376537, 'sharpness': 0.02158161202715457, 'hands': 0.0, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.102, continuity 0.050, visual_diversity 0.047', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.74% of the sampled pixels', 'cockpit proxy covers 0.30% of the sampled pixels', ""hand tracking reports a hand in 0.0% of the window's frames (proxy signal, not visibility ground truth)""]"
164,motorcycle_5ab8604a14df,motorcycle,5550,5999,2544865655550,2574796653270,29.93099772,450,450,0,66.762604,0,451.42340087890625,0.0,0.3099595606327057,0.06817074865102768,0.000268123229034245,0.018357349559664726,0.14685235507246377,0.06486002604166667,0.4054103021838491,0.017880819737911224,0.01520453579723835,0.0032353149726986885,0.0,0.0,0.6711111111111111,302,15.151999950408936,1.0,1.0,True,[],0.27585142878766844,"{'motion': 0.03828328808278246, 'visual_diversity': 0.029255319148936178, 'semantic_diversity': 0.08350874336045097, 'traffic': 0.027814826359998997, 'cockpit': 0.0036641670116393204, 'sharpness': 0.009769529268304971, 'hands': 0.033555555555555554, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.084, continuity 0.050, motion 0.038', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.79% of the sampled pixels', 'cockpit proxy covers 0.32% of the sampled pixels', ""hand tracking reports a hand in 67.1% of the window's frames (proxy signal, not visibility ground truth)""]"
165,motorcycle_5ab8604a14df,motorcycle,2025,2474,2309884160050,2339815164447,29.931004397,450,450,0,66.706084,0,342.9320983886719,0.0,0.3162553012371063,0.0497194342315197,0.00036162565811537206,0.01318743359297514,0.15143795289855072,0.4532063802083333,0.5260428823854163,0.014560051262378693,0.038894765079021454,0.012096265330910683,0.0,0.0,0.008888888888888889,4,18.444000244140625,1.0,1.0,True,[],0.2724213702662623,"{'motion': 0.0019522464666741541, 'visual_diversity': 0.03317214700193424, 'semantic_diversity': 0.14253876744655902, 'traffic': 0.022555916726679302, 'cockpit': 0.019513658253795623, 'sharpness': 0.002244189926175515, 'hands': 0.00044444444444444447, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.143, continuity 0.050, visual_diversity 0.033', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.46% of the sampled pixels', 'cockpit proxy covers 1.21% of the sampled pixels', ""hand tracking reports a hand in 0.9% of the window's frames (proxy signal, not visibility ground truth)""]"
166,motorcycle_5ab8604a14df,motorcycle,375,824,2199826226322,2229757356478,29.931130156,450,450,0,66.902104,0,466.31158447265625,0.011111111111111112,0.30127978324890137,0.05576571822166443,0.0005293936119414866,0.02548503503203392,0.22718523550724637,0.047281901041666664,0.2546817222569733,0.003916196525096893,2.8709127946058288e-05,0.002778229769319296,0.0,0.0,0.013333333333333334,6,5.179999828338623,1.0,1.0,True,[],0.2660116467448764,"{'motion': 0.08837234933477633, 'visual_diversity': 0.0978723404255319, 'semantic_diversity': 0.009751623279944317, 'traffic': 0.005699857466308748, 'cockpit': 0.0028465833851644327, 'sharpness': 0.010802226186483993, 'hands': 0.0006666666666666668, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.098, motion 0.088, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.9 ms)', 'external traffic proxy covers 0.39% of the sampled pixels', 'cockpit proxy covers 0.28% of the sampled pixels', ""hand tracking reports a hand in 1.3% of the window's frames (proxy signal, not visibility ground truth)""]"
167,motorcycle_5ab8604a14df,motorcycle,2250,2699,2324883005499,2354813985529,29.93098003,450,450,0,66.68672,0,553.66259765625,0.0,0.3078104853630066,0.05092953145503998,0.000673005182761699,0.015208665281534195,0.1529098731884058,0.351318359375,0.4590755735895046,0.013544831424951553,0.038084808737039566,0.0046257865615189075,0.0,0.0,0.0,0,17.527000427246094,1.0,1.0,True,[],0.25431546543407635,"{'motion': 0.016156239929232694, 'visual_diversity': 0.03442940038684719, 'semantic_diversity': 0.10976916370767502, 'traffic': 0.020948171585059135, 'cockpit': 0.00615128931551827, 'sharpness': 0.01686120050974402, 'hands': 0.0, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.110, continuity 0.050, visual_diversity 0.034', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.35% of the sampled pixels', 'cockpit proxy covers 0.46% of the sampled pixels', ""hand tracking reports a hand in 0.0% of the window's frames (proxy signal, not visibility ground truth)""]"
168,motorcycle_5ab8604a14df,motorcycle,5475,5924,2539865992343,2569796781114,29.930788771,450,450,0,66.762604,0,448.7862548828125,0.0,0.30775418877601624,0.0724806860089302,0.000277372426353395,0.01840030960738659,0.12347146739130435,0.07096354166666667,0.37533369570227026,0.02105509489774704,0.01592746190726757,0.003943322692066431,0.0,0.0,0.6622222222222223,298,15.04099988937378,1.0,1.0,True,[],0.24713068998092208,"{'motion': 0.038585185307354254, 'visual_diversity': 0.009284332688588012, 'semantic_diversity': 0.06879113720405934, 'traffic': 0.032841742972784235, 'cockpit': 0.004930573175070579, 'sharpness': 0.009586607521954569, 'hands': 0.03311111111111111, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.069, continuity 0.050, motion 0.039', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 2.11% of the sampled pixels', 'cockpit proxy covers 0.39% of the sampled pixels', ""hand tracking reports a hand in 66.2% of the window's frames (proxy signal, not visibility ground truth)""]"
169,motorcycle_5ab8604a14df,motorcycle,2175,2624,2319883413832,2349814388883,29.930975051,450,450,0,66.68672,0,482.12548828125,0.0,0.3100837469100952,0.05054458603262901,0.0005697694723494351,0.013329899869859219,0.13400135869565216,0.4677734375,0.5145091991588032,0.010534216649830341,0.036217354238033295,0.007229953538626432,0.0,0.0,0.0,0,17.972000122070312,1.0,1.0,True,[],0.24701575395598557,"{'motion': 0.002953413268555802, 'visual_diversity': 0.018278529980657633, 'semantic_diversity': 0.13689490575073113, 'traffic': 0.016180434490542003, 'cockpit': 0.010809336142123782, 'sharpness': 0.011899134323375183, 'hands': 0.0, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.137, continuity 0.050, visual_diversity 0.018', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.05% of the sampled pixels', 'cockpit proxy covers 0.72% of the sampled pixels', ""hand tracking reports a hand in 0.0% of the window's frames (proxy signal, not visibility ground truth)""]"
170,motorcycle_5ab8604a14df,motorcycle,5400,5849,2534866499019,2564797111509,29.93061249,450,450,0,66.711824,0,445.6179504394531,0.0,0.3146016299724579,0.06463400274515152,0.00020576351380441338,0.016849251464009285,0.12098052536231885,0.17879231770833334,0.3812630276649733,0.023551657795906067,0.016355613246560097,0.004606571514159441,0.0,0.0,0.6866666666666666,309,15.04099988937378,1.0,1.0,True,[],0.2431470422057398,"{'motion': 0.027685287065463162, 'visual_diversity': 0.00715667311411993, 'semantic_diversity': 0.0716925806448616, 'traffic': 0.03679540573851246, 'cockpit': 0.006116919556911143, 'sharpness': 0.009366842752538126, 'hands': 0.034333333333333334, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.072, continuity 0.050, traffic 0.037', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.36% of the sampled pixels', 'cockpit proxy covers 0.46% of the sampled pixels', ""hand tracking reports a hand in 68.7% of the window's frames (proxy signal, not visibility ground truth)""]"
171,motorcycle_5ab8604a14df,motorcycle,2100,2549,2314883764633,2344814830467,29.931065834,450,450,0,66.706084,0,401.426513671875,0.0,0.3130025267601013,0.05012258142232895,0.0004350797680672258,0.012909628450870514,0.11260190217391304,0.5172526041666666,0.5166193171162045,0.00942789763212204,0.038881197571754456,0.009189183823764324,0.0,0.0,0.0,0,18.194000244140625,1.0,1.0,True,[],0.2229712462161184,"{'motion': 0.0, 'visual_diversity': 0.0, 'semantic_diversity': 0.1379274652271329, 'traffic': 0.014428420827855698, 'cockpit': 0.014313791306674145, 'sharpness': 0.006301568854455686, 'hands': 0.0, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.138, continuity 0.050, traffic 0.014', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 0.94% of the sampled pixels', 'cockpit proxy covers 0.92% of the sampled pixels', ""hand tracking reports a hand in 0.0% of the window's frames (proxy signal, not visibility ground truth)""]"
172,motorcycle_5ab8604a14df,motorcycle,300,749,2194826643416,2224757114134,29.930470718,450,450,0,66.693084,0,411.9806213378906,0.0,0.2983032166957855,0.05405431240797043,4.1591134504415095e-05,0.02176794596016407,0.20991847826086957,0.09065755208333333,0.2531169269913477,0.0036564578767865896,4.634150900528766e-05,0.0034615977201610804,0.0,0.0,0.008888888888888889,4,4.915999889373779,1.0,1.0,True,[],0.2211961222416035,"{'motion': 0.062250896175575804, 'visual_diversity': 0.08312379110251451, 'semantic_diversity': 0.008985910550718403, 'traffic': 0.005288524339712066, 'cockpit': 0.0040689166467427875, 'sharpness': 0.007033638981895502, 'hands': 0.00044444444444444447, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.083, motion 0.062, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 0.37% of the sampled pixels', 'cockpit proxy covers 0.35% of the sampled pixels', ""hand tracking reports a hand in 0.9% of the window's frames (proxy signal, not visibility ground truth)""]"
173,motorcycle_5ab8604a14df,motorcycle,150,599,2184827365801,2214758397249,29.931031448,450,450,0,66.693084,0,373.1625671386719,0.0,0.29437363147735596,0.06313960999250412,1.3470280464389361e-05,0.019529087468981743,0.1894814311594203,0.1728515625,0.257090733392739,0.0041978624649345875,4.634150900528766e-05,0.004961253609508276,0.0,0.0,0.12444444444444444,56,4.58299994468689,1.0,1.0,True,[],0.19657586240802394,"{'motion': 0.04651755320833867, 'visual_diversity': 0.06566731141199227, 'semantic_diversity': 0.010930442344664176, 'traffic': 0.006145915580659208, 'cockpit': 0.006751335791821113, 'sharpness': 0.0043410818483263025, 'hands': 0.006222222222222223, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.066, continuity 0.050, motion 0.047', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 0.42% of the sampled pixels', 'cockpit proxy covers 0.50% of the sampled pixels', ""hand tracking reports a hand in 12.4% of the window's frames (proxy signal, not visibility ground truth)""]"
174,motorcycle_5ab8604a14df,motorcycle,75,524,2179827721145,2209758595478,29.930874333,450,450,0,66.686824,0,356.041748046875,0.0,0.29099392890930176,0.07262782007455826,1.3704298908123747e-05,0.018818505108356476,0.18353713768115942,0.18603515625,0.24919324053603825,0.004185881465673447,4.634150900528766e-05,0.006267180200666189,0.0,0.0,0.24222222222222223,109,4.554999828338623,1.0,1.0,True,[],0.1896586644257351,"{'motion': 0.04152401028000366, 'visual_diversity': 0.060589941972920704, 'semantic_diversity': 0.007065904317110186, 'traffic': 0.006126941962686307, 'cockpit': 0.00908723332343001, 'sharpness': 0.0031535214584731395, 'hands': 0.012111111111111112, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.061, continuity 0.050, motion 0.042', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 0.42% of the sampled pixels', 'cockpit proxy covers 0.63% of the sampled pixels', ""hand tracking reports a hand in 24.2% of the window's frames (proxy signal, not visibility ground truth)""]"
175,motorcycle_5ab8604a14df,motorcycle,225,674,2189827021425,2219757995999,29.930974574,450,450,0,66.693084,0,381.9670715332031,0.0,0.29672184586524963,0.057540614157915115,1.3471009879140183e-05,0.020039163529872894,0.19140625,0.171630859375,0.2408866553998132,0.0037075465079396963,4.634150900528766e-05,0.004955828655511141,0.0,0.0,0.008888888888888889,4,4.611000061035156,1.0,1.0,True,[],0.18792195378810578,"{'motion': 0.05010205916840038, 'visual_diversity': 0.06731141199226306, 'semantic_diversity': 0.003001182167875229, 'traffic': 0.0053694304602392145, 'cockpit': 0.006741632232113547, 'sharpness': 0.004951793322769903, 'hands': 0.00044444444444444447, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.067, motion 0.050, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 0.37% of the sampled pixels', 'cockpit proxy covers 0.50% of the sampled pixels', ""hand tracking reports a hand in 0.9% of the window's frames (proxy signal, not visibility ground truth)""]"
176,motorcycle_5ab8604a14df,motorcycle,14325,14774,3129818271551,3159745871915,29.927600364,450,450,0,67.363218,0,1752.2579345703125,0.0,0.3326624631881714,0.03814676031470299,0.020642004907131195,0.036237865686416626,0.33667346014492755,0.041585286458333336,0.5001809566620774,0.07175427675247192,0.010225423611700535,0.004460313823074102,0.0,0.0,0.4311111111111111,194,2.6110000610351562,1.0,0.16444444444444445,False,"['GPS covers only 16% of the window; the vehicle is probably indoors or the fix is lost', 'median speed 2.6 m/s is below 3.0 m/s: this is manoeuvring or parking, not riding']",0.7757549300848388,"{'motion': 0.16393673771408931, 'visual_diversity': 0.19139264990328822, 'semantic_diversity': 0.12988356189751946, 'traffic': 0.11313111509303818, 'cockpit': 0.005855309921347984, 'sharpness': 0.1, 'hands': 0.021555555555555557, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.191, motion 0.164, semantic_diversity 0.130', '450 frames over 29.93 s (0 estimated missing, largest interval 67.4 ms)', 'external traffic proxy covers 7.18% of the sampled pixels', 'cockpit proxy covers 0.45% of the sampled pixels', ""hand tracking reports a hand in 43.1% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: GPS covers only 16% of the window; the vehicle is probably indoors or the fix is lost; median speed 2.6 m/s is below 3.0 m/s: this is manoeuvring or parking, not riding']"
177,motorcycle_5ab8604a14df,motorcycle,14400,14849,3134815666113,3164743817779,29.928151666,450,450,0,67.363218,0,1581.025390625,0.0,0.32631027698516846,0.040263473987579346,0.019352979958057404,0.03403426706790924,0.3350317028985507,0.044514973958333336,0.4874705805061476,0.07913094758987427,0.0139329694211483,0.003896755399182439,0.0,0.0,0.41333333333333333,186,,,0.0,False,"['GPS covers only 0% of the window; the vehicle is probably indoors or the fix is lost', 'no GPS speed in this window: cannot confirm the vehicle is actually being ridden']",0.750555184866492,"{'motion': 0.14845117979979805, 'visual_diversity': 0.18999032882011607, 'semantic_diversity': 0.12366390043148476, 'traffic': 0.12481312352406033, 'cockpit': 0.004847278734756765, 'sharpness': 0.08812270688960933, 'hands': 0.020666666666666667, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.190, motion 0.148, traffic 0.125', '450 frames over 29.93 s (0 estimated missing, largest interval 67.4 ms)', 'external traffic proxy covers 7.91% of the sampled pixels', 'cockpit proxy covers 0.39% of the sampled pixels', ""hand tracking reports a hand in 41.3% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: GPS covers only 0% of the window; the vehicle is probably indoors or the fix is lost; no GPS speed in this window: cannot confirm the vehicle is actually being ridden']"
178,motorcycle_5ab8604a14df,motorcycle,14250,14699,3124820276406,3154747434083,29.927157677,450,450,0,67.363218,0,1712.457763671875,0.0,0.3380244970321655,0.03861475735902786,0.018374545499682426,0.03289210423827171,0.32648324275362317,0.041178385416666664,0.5239162203771393,0.0683053508400917,0.008944815024733543,0.006121146958321333,0.0,0.0,0.33111111111111113,149,4.2220001220703125,1.0,0.33111111111111113,False,['GPS covers only 33% of the window; the vehicle is probably indoors or the fix is lost'],0.7449016012125548,"{'motion': 0.14042475044131394, 'visual_diversity': 0.18268858800773694, 'semantic_diversity': 0.14149811234855944, 'traffic': 0.10766924991367978, 'cockpit': 0.008826025157032435, 'sharpness': 0.09723931978867664, 'hands': 0.016555555555555556, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.183, semantic_diversity 0.141, motion 0.140', '450 frames over 29.93 s (0 estimated missing, largest interval 67.4 ms)', 'external traffic proxy covers 6.83% of the sampled pixels', 'cockpit proxy covers 0.61% of the sampled pixels', ""hand tracking reports a hand in 33.1% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: GPS covers only 33% of the window; the vehicle is probably indoors or the fix is lost']"
179,motorcycle_5ab8604a14df,motorcycle,14475,14924,3139815273456,3169744014415,29.928740959,450,450,0,67.363218,0,1287.421142578125,0.0,0.31967267394065857,0.0432356633245945,0.018668903037905693,0.03218260034918785,0.3467504528985507,0.044108072916666664,0.48001471372806626,0.0678471252322197,0.017742015421390533,0.005308249965310097,0.0,0.0,0.3466666666666667,156,,,0.0,False,"['GPS covers only 0% of the window; the vehicle is probably indoors or the fix is lost', 'no GPS speed in this window: cannot confirm the vehicle is actually being ridden']",0.704860456103471,"{'motion': 0.13543878635849693, 'visual_diversity': 0.2, 'semantic_diversity': 0.1200154665278283, 'traffic': 0.1069435844295525, 'cockpit': 0.00737200462304238, 'sharpness': 0.06775728083121756, 'hands': 0.017333333333333336, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.200, motion 0.135, semantic_diversity 0.120', '450 frames over 29.93 s (0 estimated missing, largest interval 67.4 ms)', 'external traffic proxy covers 6.78% of the sampled pixels', 'cockpit proxy covers 0.53% of the sampled pixels', ""hand tracking reports a hand in 34.7% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: GPS covers only 0% of the window; the vehicle is probably indoors or the fix is lost; no GPS speed in this window: cannot confirm the vehicle is actually being ridden']"
180,motorcycle_5ab8604a14df,motorcycle,13950,14399,3104821549760,3134749004655,29.927454895,450,450,0,66.832198,0,944.0851440429688,0.0,0.33165380358695984,0.052858684211969376,0.003622071584686637,0.04136967658996582,0.3350317028985507,0.044921875,0.49595237270044357,0.011017750948667526,0.034306276589632034,0.02594807557761669,0.0,0.0,0.6066666666666667,273,11.444000244140625,1.0,0.9977777777777778,False,['GPS covers only 100% of the window; the vehicle is probably indoors or the fix is lost'],0.7033167346668495,"{'motion': 0.2, 'visual_diversity': 0.18999032882011607, 'semantic_diversity': 0.1278143579338117, 'traffic': 0.016946179889816664, 'cockpit': 0.044290249512961476, 'sharpness': 0.043942285176810314, 'hands': 0.030333333333333337, 'continuity': 0.05}","['strongest contributions: motion 0.200, visual_diversity 0.190, semantic_diversity 0.128', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.10% of the sampled pixels', 'cockpit proxy covers 2.59% of the sampled pixels', ""hand tracking reports a hand in 60.7% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: GPS covers only 100% of the window; the vehicle is probably indoors or the fix is lost']"
